Solver: cvc5
"Version: This is cvc5 version 1.3.1-dev.16.e900af305 [git e900af305 on branch HEAD]
compiled with GCC version 11.4.1 20231218 (Red Hat 11.4.1-3)
on Aug  6 2025 15:07:24

Copyright (c) 2009-2025 by the authors and their institutional
affiliations listed at https://cvc5.github.io/people.html

cvc5 is open-source and is covered by the BSD license (modified).

THIS SOFTWARE IS PROVIDED AS-IS, WITHOUT ANY WARRANTIES.
USE AT YOUR OWN RISK.

This version of cvc5 is linked against the following non-(L)GPL'ed
third party libraries.

  CaDiCaL - Simplified Satisfiability Solver
  See https://github.com/arminbiere/cadical for copyright information.

  SymFPU - The Symbolic Floating Point Unit
  See https://github.com/martin-cs/symfpu/tree/CVC4 for copyright information.

This version of cvc5 is linked against the following third party
libraries covered by the LGPLv3 license.
See licenses/lgpl-3.0.txt for more information.

  GMP - Gnu Multi Precision Arithmetic Library
  See http://gmplib.org for copyright information.

  LibPoly polynomial library
  See https://github.com/SRI-CSL/libpoly for copyright and
  licensing information.

See the file COPYING (distributed with the source code, and with
all binaries) for the full cvc5 copyright, licensing, and (lack of)
warranty information."
File Name,Parameter Count,Expected Result,Actual Result,Runtime,Command
sat_v7_c22.smt2,362,SAT,SAT,608.941s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/sat_v7_c22.smt2
unsat_v7_c22.smt2,362,UNSAT,TIMEOUT,900s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/unsat_v7_c22.smt2
sat_v8_c36.smt2,574,SAT,TIMEOUT,900s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/sat_v8_c36.smt2
unsat_v8_c38.smt2,596,UNSAT,TIMEOUT,900s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/unsat_v8_c38.smt2
sat_v9_c14.smt2,386,SAT,SAT,375.0061s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/sat_v9_c14.smt2
unsat_v9_c14.smt2,386,UNSAT,TIMEOUT,900s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/unsat_v9_c14.smt2
sat_v10_c13.smt2,431,SAT,TIMEOUT,900s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/sat_v10_c13.smt2
unsat_v10_c13.smt2,431,UNSAT,TIMEOUT,900s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/unsat_v10_c13.smt2
sat_v10_c16.smt2,470,SAT,TIMEOUT,900s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/sat_v10_c16.smt2
unsat_v10_c16.smt2,470,UNSAT,TIMEOUT,900s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/unsat_v10_c16.smt2
sat_v12_c44.smt2,1022,SAT,TIMEOUT,900s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/sat_v12_c44.smt2
unsat_v12_c45.smt2,1037,UNSAT,TIMEOUT,900s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/unsat_v12_c45.smt2
sat_v15_c66.smt2,1730,SAT,UNKNOWN,509.315s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/sat_v15_c66.smt2
unsat_v15_c68.smt2,1766,UNSAT,TIMEOUT,900s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/unsat_v15_c68.smt2
sat_v16_c37.smt2,1313,SAT,UNKNOWN,64.4003s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/sat_v16_c37.smt2
unsat_v16_c37.smt2,1313,UNSAT,TIMEOUT,900s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/unsat_v16_c37.smt2
sat_v19_c26.smt2,1410,SAT,UNKNOWN,42.4073s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/sat_v19_c26.smt2
unsat_v19_c26.smt2,1410,UNSAT,TIMEOUT,900s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/unsat_v19_c26.smt2
sat_v26_c113.smt2,4787,SAT,TIMEOUT,900s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/sat_v26_c113.smt2
unsat_v26_c113.smt2,4787,UNSAT,UNKNOWN,460.5818s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/unsat_v26_c113.smt2
sat_v27_c39.smt2,2792,SAT,TIMEOUT,900s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/sat_v27_c39.smt2
unsat_v27_c39.smt2,2792,UNSAT,UNKNOWN,661.2601s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/unsat_v27_c39.smt2
sat_v34_c77.smt2,5367,SAT,TIMEOUT,900s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/sat_v34_c77.smt2
unsat_v34_c77.smt2,5367,UNSAT,UNKNOWN,787.0271s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/unsat_v34_c77.smt2
sat_v35_c81.smt2,5740,SAT,UNKNOWN,275.8512s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/sat_v35_c81.smt2
unsat_v35_c81.smt2,5740,UNSAT,UNKNOWN,55.9924s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/unsat_v35_c81.smt2
sat_v40_c66.smt2,6280,SAT,UNKNOWN,59.5848s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/sat_v40_c66.smt2
unsat_v40_c66.smt2,6280,UNSAT,TIMEOUT,900s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/unsat_v40_c66.smt2
sat_v45_c118.smt2,9986,SAT,UNKNOWN,861.3381s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/sat_v45_c118.smt2
unsat_v45_c118.smt2,9986,UNSAT,TIMEOUT,900s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/unsat_v45_c118.smt2
sat_v46_c218.smt2,15192,SAT,TIMEOUT,900s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/sat_v46_c218.smt2
unsat_v46_c218.smt2,15192,UNSAT,TIMEOUT,900s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/unsat_v46_c218.smt2
sat_v48_c167.smt2,13415,SAT,TIMEOUT,900s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/sat_v48_c167.smt2
unsat_v48_c167.smt2,13415,UNSAT,TIMEOUT,900s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/unsat_v48_c167.smt2
sat_v48_c233.smt2,16781,SAT,TIMEOUT,900s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/sat_v48_c233.smt2
unsat_v48_c233.smt2,16781,UNSAT,TIMEOUT,900s,cvc5 /mnt/iusers01/fse-ugpgt01/compsci01/e80540ak/asukaur/benchmark/benchconvert/smt/unsat_v48_c233.smt2
